household_key,total_baskets,unique_products,total_items,total_spend,avg_transaction_value,day_span,active_weeks,total_retail_discount,total_coupon_discount,total_coupon_match_discount,unique_stores_visited,top_department,top_dept_spend,campaigns_participated,coupons_redeemed,basket_frequency,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC
1991,45,89,13658,320.14,2.540793650793651,628,38,-38.01,0.0,0.0,5,GROCERY,199.69,0,0,0.07165605095541401,,,,,,,
1992,30,113,204,528.65,3.5719594594594595,585,27,-104.7,-0.6,-0.4,2,GROCERY,336.35,0,0,0.05128205128205128,,,,,,,
1993,82,444,62653,1359.33,2.3436724137931035,597,54,-332.08,-2.5,-1.5,5,GROCERY,662.61,1,0,0.1373534338358459,,,,,,,
1994,43,318,494,1069.0,2.6791979949874687,664,35,-217.46,-1.0,-0.5,4,GROCERY,611.51,0,0,0.06475903614457831,,,,,,,
1995,154,2225,427801,15332.43,3.425475871313673,593,69,-2480.39,-25.6,-1.9,6,GROCERY,7136.89,11,7,0.2596964586846543,25-34,B,25-34K,Unknown,1 Adult Kids,3,2
1996,119,455,833,2654.2,3.8025787965616042,667,75,-333.54,-0.85,-0.85,10,GROCERY,1971.8600000000001,2,0,0.17841079460269865,,,,,,,
1997,67,734,118002,4295.68,3.4283160415003993,640,47,-481.85,-4.8,-0.7,3,GROCERY,2291.04,4,0,0.1046875,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown
1998,331,441,1950,2383.54,1.4078795038393384,641,92,-594.16,0.0,0.0,2,GROCERY,2060.66,5,0,0.516380655226209,,,,,,,
1999,52,249,398,783.33,2.4788924050632914,596,36,-158.93,0.0,0.0,7,GROCERY,388.98,0,0,0.087248322147651,,,,,,,
2000,61,163,259,552.29,2.6051415094339623,661,43,-156.52,-2.5,0.0,7,GROCERY,306.86,0,0,0.09228441754916793,,,,,,,
2001,35,291,57473,1214.28,3.2209018567639256,659,28,-219.3,-1.0,0.0,5,GROCERY,556.44,0,0,0.05311077389984825,,,,,,,
2002,63,600,64774,2465.12,2.600337552742616,670,44,-671.14,-1.0,0.0,10,GROCERY,1479.38,1,0,0.09402985074626866,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown
2003,42,542,950,1976.48,2.5242401021711367,672,32,-248.06,-8.5,-2.8,7,GROCERY,1368.09,0,0,0.0625,,,,,,,
2004,248,1106,4227,10053.87,2.789642064372919,642,91,-1399.57,-182.28,-52.089999999999996,6,GROCERY,5834.84,10,15,0.3862928348909657,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
2005,52,459,32277,1439.19,2.39865,641,44,-344.17,-2.5,0.0,4,GROCERY,738.0,0,0,0.0811232449297972,,,,,,,
2006,111,913,68094,4873.24,2.873372641509434,690,67,-1188.7,-60.6,-17.6,3,GROCERY,3006.21,5,1,0.1608695652173913,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown
2007,191,1179,650821,8887.75,3.714061847053907,648,83,-1249.22,-71.99,-6.3,11,GROCERY,3997.81,10,23,0.29475308641975306,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1
2008,68,544,952,2332.45,2.963722998729352,692,46,-275.44,-33.05,-9.95,6,GROCERY,1369.43,3,0,0.09826589595375723,,,,,,,
2009,33,339,31504,1506.88,3.7391563275434248,313,17,-294.23,-5.9,-0.35,3,GROCERY,806.27,1,0,0.10543130990415335,,,,,,,
2010,58,375,8006,1605.98,3.0648473282442747,603,25,-258.88,-1.5,0.0,3,GROCERY,878.0,0,0,0.09618573797678276,,,,,,,
2011,104,230,716,1367.34,2.9154371002132193,653,67,-325.51,-1.0,0.0,5,GROCERY,693.37,3,2,0.15926493108728942,45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown
2012,303,1380,488172,8535.06,2.883466216216216,636,85,-1908.31,-60.83,-5.5,7,GROCERY,3606.36,6,0,0.47641509433962265,45-54,A,25-34K,Renter,Single Male,2,None/Unknown
2013,94,440,622,1182.47,2.269616122840691,565,53,-211.5,-4.1,-0.9,6,GROCERY,624.85,2,0,0.1663716814159292,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown
2014,44,429,803,1489.89,2.210519287833828,594,34,-266.78000000000003,-2.0,0.0,3,GROCERY,825.24,1,0,0.07407407407407407,,,,,,,
2015,122,759,2387,6628.7,3.299502239920358,633,79,-973.87,-36.32,-14.4,5,GROCERY,3626.08,6,0,0.19273301737756715,,,,,,,
2016,126,455,1217,1728.53,1.9959930715935335,658,55,-453.61,-4.25,0.0,9,GROCERY,1046.57,2,0,0.19148936170212766,,,,,,,
2017,170,1240,606148,7106.62,2.6726664159458444,641,83,-1261.55,-1.0,0.0,2,GROCERY,3378.12,7,0,0.26521060842433697,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2018,148,804,1783,4038.15,2.9497078159240324,704,64,-572.32,-1.5,-0.5,5,GROCERY,1992.08,3,0,0.21022727272727273,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
2019,337,1637,110411,13160.5,3.4623783214943438,608,71,-2393.38,-112.18,-13.05,8,GROCERY,7501.99,10,9,0.5542763157894737,,,,,,,
2020,252,1277,3707,8458.210000000001,3.0557117052023126,644,89,-1259.87,-2.75,0.0,7,GROCERY,4434.9,6,0,0.391304347826087,35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+
2021,77,248,645,1393.24,2.9706609808102344,657,57,-301.35,-1.0,0.0,1,GROCERY,612.44,1,0,0.1171993911719939,,,,,,,
2022,86,1396,71943,7875.78,3.9517210235825386,608,61,-1040.66,-31.81,-1.3,3,GROCERY,3458.14,0,0,0.14144736842105263,,,,,,,
2023,109,276,2670,1805.63,4.075914221218962,617,59,-493.7,-11.88,0.0,5,GROCERY,898.58,0,0,0.1766612641815235,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1
2024,99,789,226198,4956.99,3.9847186495176845,653,59,-574.44,-60.34,-6.85,12,GROCERY,2208.8,5,1,0.15160796324655437,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2025,33,210,151530,1119.54,4.569551020408163,625,29,-116.61,-0.4,-0.4,2,GROCERY,447.48,0,0,0.0528,,,,,,,
2026,18,292,722,1181.63,2.9467082294264344,571,14,-654.05,-6.08,0.0,2,GROCERY,596.9,0,0,0.03152364273204904,,,,,,,
2027,133,492,1029,1915.28,2.7128611898017,665,66,-505.75,-0.5,-0.5,13,GROCERY,1155.0,4,0,0.2,,,,,,,
2028,91,382,5114,1984.73,3.0026172465960665,677,60,-319.83,-2.1,-0.9,6,GROCERY,1281.73,0,0,0.1344165435745938,,,,,,,
2029,46,337,609,1688.9,3.671521739130435,565,34,-364.8,-2.5,0.0,5,GROCERY,799.0600000000001,2,0,0.08141592920353982,,,,,,,
2030,90,702,18944,2628.1,2.6386546184738955,600,55,-450.93,-21.14,-6.95,6,GROCERY,1360.9,5,0,0.15,35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown
2031,15,120,196,306.37,2.1275694444444446,571,11,-52.9,-1.33,0.0,4,GROCERY,177.86,0,0,0.02626970227670753,,,,,,,
2032,66,162,54904,1274.78,5.2895435684647305,636,45,-140.17,-1.0,0.0,6,GROCERY,501.5,1,0,0.10377358490566038,,,,,,,
2033,109,418,155622,2512.78,4.354904679376084,639,58,-226.89,-5.89,-0.85,12,GROCERY,936.84,1,0,0.1705790297339593,,,,,,,
2034,140,668,208720,3118.35,2.537306753458096,641,72,-645.68,-12.99,0.0,13,GROCERY,1587.08,2,0,0.21840873634945399,,,,,,,
2035,68,332,658,1083.6200000000001,2.2435196687370604,598,44,-293.72,-2.35,-0.35,4,GROCERY,592.44,1,0,0.11371237458193979,,,,,,,
2036,49,685,17855,4064.45,3.4270236087689714,593,37,-407.37,-4.94,-2.2,1,GROCERY,1622.04,2,0,0.08263069139966273,,,,,,,
2037,97,404,894,1743.97,2.452841068917018,601,59,-317.27,-1.6,-1.4,3,GROCERY,1129.24,4,0,0.16139767054908485,,,,,,,
2038,59,278,63815,1489.8,3.849612403100775,676,42,-285.22,-4.0,0.0,7,GROCERY,694.37,0,0,0.08727810650887574,,,,,,,
2039,74,471,59000,2260.46,3.0712771739130433,699,20,-504.85,-1.5,-0.25,3,GROCERY,1167.41,1,0,0.10586552217453506,,,,,,,
2040,422,577,139750,2968.51,2.0458373535492766,633,69,-581.8100000000001,-96.62,0.0,2,DRUG GM,1267.72,0,0,0.6666666666666666,25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown
2041,152,859,171837,6406.99,4.078287714831317,595,70,-1052.28,-16.8,-0.45,5,GROCERY,3500.26,3,1,0.25546218487394956,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown
2042,29,604,33007,4809.05,4.383819507748405,631,25,-868.52,-22.68,-5.9,7,GROCERY,2842.1,4,5,0.04595879556259905,,,,,,,
2043,65,451,10295,1640.79,2.2323673469387755,608,47,-332.25,-2.5,0.0,2,GROCERY,839.72,1,0,0.1069078947368421,,,,,,,
2044,49,268,413,1000.84,2.909418604651163,646,37,-115.26,0.0,0.0,11,GROCERY,403.19,2,0,0.07585139318885449,,,,,,,
2045,19,86,13893,310.64,3.4903370786516854,483,17,-33.8,-1.0,0.0,6,GROCERY,131.67,0,0,0.039337474120082816,,,,,,,
2046,48,160,16367,638.8,3.6295454545454544,630,40,-82.79,-1.0,0.0,6,GROCERY,268.5,1,0,0.0761904761904762,,,,,,,
2047,119,997,398288,4816.35,3.5889344262295086,591,55,-788.88,-31.4,-8.95,6,GROCERY,1902.82,5,0,0.20135363790186125,,,,,,,
2048,47,252,65575,1538.46,4.8227586206896556,669,22,-182.62,-4.85,-0.35,2,DRUG GM,758.62,0,0,0.07025411061285501,,,,,,,
2049,36,235,390,998.12,3.5021754385964914,663,32,-183.93,-18.59,0.0,3,GROCERY,723.6,0,0,0.05429864253393665,,,,,,,
2050,160,877,395770,5193.22,4.025751937984496,691,82,-1014.32,0.0,0.0,2,GROCERY,1763.2,5,0,0.23154848046309695,35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+
2051,288,644,250384,4923.16,3.687760299625468,447,49,-577.62,-12.87,-2.1,5,GROCERY,2559.91,6,0,0.6442953020134228,,,,,,,
2052,6,51,68,131.83,2.535192307692308,590,5,-40.38,0.0,0.0,3,GROCERY,69.52,0,0,0.010169491525423728,,,,,,,
2053,165,598,44566,3351.34,2.608046692607004,597,74,-625.07,-3.0,-0.5,10,GROCERY,2008.74,5,0,0.27638190954773867,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
2054,26,66,110,217.6,2.68641975308642,666,23,-171.02,0.0,0.0,2,MEAT,103.83,0,0,0.03903903903903904,,,,,,,
2055,133,443,32010,2408.7400000000002,3.0762962962962965,601,61,-304.45,-0.35,-0.35,4,GROCERY,1521.28,3,0,0.22129783693843594,,,,,,,
2056,108,502,929,2450.8,3.1022784810126582,619,55,-414.28000000000003,-10.09,0.0,1,GROCERY,1377.17,3,0,0.17447495961227788,,,,,,,
2057,125,689,307581,3150.45,3.2412037037037034,609,65,-709.07,-12.540000000000001,-1.65,10,GROCERY,1543.16,2,1,0.20525451559934318,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2058,167,790,138770,5970.57,3.5496848989298453,703,91,-520.63,-9.68,-4.0,9,GROCERY,2405.03,7,0,0.2375533428165007,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2059,54,534,25283,2359.12,3.267479224376731,618,33,-481.69,0.0,0.0,10,GROCERY,958.82,1,0,0.08737864077669903,,,,,,,
2060,32,109,31540,629.9,4.564492753623188,593,26,-61.19,0.0,0.0,2,GROCERY,198.23,0,0,0.05396290050590219,,,,,,,
2061,18,73,97,226.71,2.983026315789474,551,16,-40.93,-14.99,0.0,4,GROCERY,100.98,0,0,0.032667876588021776,,,,,,,
2062,220,1081,54586,5357.62,2.6058463035019455,667,77,-1641.34,-21.380000000000003,-8.95,13,GROCERY,2469.41,6,7,0.32983508245877063,25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown
2063,81,432,1340,2591.43,2.6660802469135803,660,61,-529.5600000000001,-1.55,-0.45,1,GROCERY,871.44,2,0,0.12272727272727273,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2064,271,1140,22382,5424.85,3.17614168618267,698,84,-584.7,-5.75,-0.25,14,GROCERY,2899.5,3,2,0.38825214899713467,19-24,U,50-74K,Unknown,Single Female,1,None/Unknown
2065,89,739,1358,3268.33,2.6680244897959184,646,55,-637.25,-29.3,-5.65,3,GROCERY,1656.31,3,0,0.13777089783281735,,,,,,,
2066,112,404,19031,2141.78,3.908357664233577,645,53,-567.74,-11.2,-1.7000000000000002,9,GROCERY,1017.37,5,1,0.17364341085271318,,,,,,,
2067,6,52,76,120.01,2.0340677966101697,605,4,-16.04,0.0,0.0,2,GROCERY,54.26,0,0,0.009917355371900827,,,,,,,
2068,108,755,33021,2561.4,1.9287650602409638,617,71,-720.52,-28.7,-4.35,3,GROCERY,1366.09,4,0,0.17504051863857376,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown
2069,89,540,3381,2068.17,2.9757841726618706,655,51,-301.64,-2.3,-0.3,6,GROCERY,1013.12,3,0,0.13587786259541984,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown
2070,635,1646,122835,9210.42,2.8675031133250313,618,89,-2206.18,-146.49,-27.55,5,GROCERY,4561.28,7,0,1.0275080906148868,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
2071,215,370,761,1732.97,2.678469860896445,596,70,-362.63,-0.25,-0.25,2,GROCERY,816.59,2,0,0.36073825503355705,,,,,,,
2072,12,120,178,278.28,2.0020143884892083,584,7,-65.99,-5.0,-2.0,2,GROCERY,145.86,0,0,0.02054794520547945,,,,,,,
2073,72,422,114970,1697.23,2.6602351097178683,517,34,-496.33,-3.5,-0.5,2,GROCERY,954.22,0,0,0.13926499032882012,,,,,,,
2074,29,201,3941,678.72,2.348512110726644,541,27,-147.29,-2.85,-1.35,2,GROCERY,490.36,1,0,0.053604436229205174,,,,,,,
2075,155,960,169218,4736.51,2.932823529411765,682,56,-969.76,-24.35,-5.1,3,GROCERY,2290.17,4,0,0.22727272727272727,,,,,,,
2076,252,986,682151,8297.94,3.06649667405765,658,86,-1068.15,-39.4,-3.99,10,GROCERY,3632.95,10,0,0.3829787234042553,25-34,A,100-124K,Homeowner,2 Adults Kids,3,1
2077,109,350,82476,1835.18,2.7638253012048195,613,59,-203.9,0.0,0.0,6,GROCERY,677.24,0,0,0.17781402936378465,,,,,,,
2078,92,343,143234,2323.92,4.97627408993576,678,51,-378.67,-5.75,-1.85,5,DRUG GM,1202.78,5,0,0.13569321533923304,,,,,,,
2079,120,678,9783,4802.87,3.547171344165436,631,60,-717.45,0.0,0.0,6,GROCERY,1944.22,7,0,0.1901743264659271,,,,,,,
2080,130,655,77840,5704.14,2.482219321148825,643,54,-858.97,-14.95,-2.95,7,GROCERY,3180.86,8,3,0.20217729393468117,,,,,,,
2081,35,197,492,921.84,3.4397014925373135,586,27,-191.22,0.0,0.0,9,GROCERY,486.3,1,0,0.059726962457337884,,,,,,,
2082,191,825,456309,5082.41,3.4954676753782667,614,77,-981.97,-13.790000000000001,-0.45,12,GROCERY,1732.43,5,3,0.31107491856677527,45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1
2083,383,1013,368048,8308.39,3.4488958073889577,634,90,-1195.81,-83.9,-20.05,11,GROCERY,3628.37,6,1,0.6041009463722398,,,,,,,
2084,132,677,150947,2937.95,3.0540020790020788,605,63,-817.94,-7.55,-1.45,10,GROCERY,1274.1,3,2,0.21818181818181817,55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2085,359,1886,412750,12894.57,3.2869156257965844,657,92,-2914.36,-36.34,-4.35,6,GROCERY,5743.4,8,8,0.5464231354642314,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2086,575,911,19982,6269.54,3.40921152800435,633,88,-973.51,-44.85,-0.65,5,GROCERY,3036.19,6,0,0.9083728278041074,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
2087,227,1311,492857,7832.74,3.021890432098765,677,93,-1818.86,-14.6,-1.4,3,GROCERY,3845.13,7,6,0.3353028064992615,45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown
2088,109,984,3279,4905.71,2.281725581395349,690,71,-972.03,-10.3,-0.7,9,GROCERY,3078.15,10,2,0.15797101449275364,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown
2089,34,23,68,159.96,2.423636363636364,689,34,-24.36,0.0,0.0,1,GROCERY,155.58,0,0,0.04934687953555878,,,,,,,
2090,56,374,35842,1201.03,2.588426724137931,657,43,-304.83,-1.55,-0.45,1,GROCERY,656.0600000000001,0,0,0.0852359208523592,,,,,,,
2091,15,235,343,834.5600000000001,3.0020143884892088,607,14,-153.51,0.0,0.0,1,GROCERY,485.44,0,0,0.02471169686985173,,,,,,,
2092,122,436,162402,2290.54,3.212538569424965,456,49,-361.52,-55.79,-17.8,7,GROCERY,1107.55,3,0,0.2675438596491228,35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1
2093,19,98,62652,490.98,4.306842105263158,560,15,-89.57,-5.0,0.0,4,GROCERY,175.84,0,0,0.033928571428571426,,,,,,,
2094,75,730,1663,3055.52,2.8423441860465117,651,55,-691.96,-2.0,0.0,3,GROCERY,1614.36,2,3,0.1152073732718894,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2095,164,976,80276,3790.4900000000002,2.112870680044593,708,73,-500.85,-8.6,-2.15,11,GROCERY,1760.72,9,0,0.23163841807909605,,,,,,,
2096,26,303,618,1301.65,3.3036802030456855,496,19,-343.75,0.0,0.0,1,GROCERY,602.59,0,0,0.05241935483870968,,,,,,,
2097,202,730,692236,8823.83,6.218343904157858,619,79,-1862.11,-18.84,-1.5,12,GROCERY,4179.95,6,0,0.3263327948303716,35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+
2098,13,158,279,682.46,3.046696428571429,598,13,-103.5,-0.75,-0.75,1,GROCERY,395.11,1,0,0.021739130434782608,,,,,,,
2099,53,109,52524,691.3,3.8620111731843574,671,34,-81.17,0.0,0.0,7,GROCERY,258.18,1,0,0.07898658718330849,,,,,,,
2100,71,660,23296,3185.31,2.2784763948497853,599,50,-1274.55,-20.07,-4.4,3,GROCERY,1775.54,4,14,0.11853088480801335,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2101,10,86,170,420.02,3.2559689922480617,630,9,-59.92,0.0,0.0,2,GROCERY,330.42,0,0,0.015873015873015872,,,,,,,
2102,106,542,1236,3619.76,3.5314731707317075,702,70,-642.34,-6.1,-0.4,4,GROCERY,1485.3700000000001,3,0,0.150997150997151,55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown
2103,30,117,162,361.01,2.560354609929078,646,26,-53.69,0.0,0.0,1,GROCERY,114.7,0,0,0.04643962848297214,,,,,,,
2104,29,162,15575,494.57,2.875406976744186,619,17,-123.37,0.0,0.0,6,GROCERY,247.88,0,0,0.046849757673667204,,,,,,,
2105,35,309,4236,899.92,2.122452830188679,699,21,-179.47,-1.0,0.0,4,GROCERY,598.48,0,0,0.05007153075822604,,,,,,,
2106,52,473,134928,2807.03,4.413569182389938,452,32,-237.1,-2.0,0.0,6,GROCERY,1138.85,0,0,0.11504424778761062,,,,,,,
2107,87,575,1563,3409.06,2.993028972783143,625,56,-812.14,-1.0,0.0,4,GROCERY,1760.05,4,0,0.1392,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+
2108,131,423,4324,1830.99,2.6847360703812315,606,75,-504.74,-3.75,-0.75,3,GROCERY,918.88,2,0,0.21617161716171618,,,,,,,
2109,120,383,1231,2508.2400000000002,2.6999354144241123,635,77,-495.24,-0.75,-0.25,2,GROCERY,1238.02,4,0,0.1889763779527559,,,,,,,
2110,222,1798,284700,12470.03,3.8193047473200616,701,97,-954.66,-40.56,-1.8499999999999999,4,GROCERY,3561.91,11,0,0.3166904422253923,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2111,123,428,122100,2590.37,3.9547633587786257,668,74,-1632.26,-267.8,-66.01,7,GROCERY,1298.02,5,1,0.18413173652694612,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2112,132,979,82034,5116.15,2.9235142857142855,688,74,-1689.84,-71.56,-5.75,5,GROCERY,2378.53,7,4,0.19186046511627908,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+
2113,60,484,13656,1599.08,2.2746514935988618,629,42,-257.99,-22.5,-3.4,9,GROCERY,956.91,0,0,0.09538950715421304,,,,,,,
2114,156,519,28782,3170.28,2.3872590361445787,660,83,-433.91,-48.21,-15.3,4,GROCERY,1004.61,5,0,0.23636363636363636,,,,,,,
2115,320,1566,1976712,14774.86,3.899408814990763,636,90,-1497.02,-169.3,-55.08,8,GROCERY,5917.32,9,2,0.5031446540880503,35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+
2116,224,2136,495774,12228.09,2.901777408637874,702,93,-1969.74,-18.85,-7.75,11,GROCERY,6139.47,7,0,0.3190883190883191,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+
2117,63,350,678,1050.39,1.6463793103448277,596,55,-274.18,-28.14,-0.25,1,GROCERY,457.46,4,1,0.10570469798657718,,,,,,,
2118,29,291,24224,1107.79,3.0686703601108034,593,22,-255.5,-2.35,-1.85,6,GROCERY,530.4,0,0,0.048903878583473864,,,,,,,
2119,44,707,157304,2295.16,2.3066934673366832,597,35,-833.96,-180.08,-79.73,3,GROCERY,1273.66,0,0,0.07370184254606366,25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown
2120,72,324,36411,1643.2,3.5956236323851205,639,34,-221.81,-3.0,0.0,10,GROCERY,813.32,0,0,0.11267605633802817,,,,,,,
2121,143,987,512254,5582.79,3.6947650562541363,598,72,-777.4,-47.87,-6.9,13,GROCERY,2376.09,4,0,0.2391304347826087,55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2122,12,140,28759,441.84,2.7964556962025315,654,11,-63.35,-3.0,0.0,2,GROCERY,239.21,0,0,0.01834862385321101,,,,,,,
2123,59,647,1833,4332.45,2.9573037542662113,592,55,-883.69,-16.65,-1.35,3,GROCERY,2433.26,3,10,0.09966216216216216,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2124,240,962,1122323,7859.41,3.0170479846449134,697,91,-975.98,-165.78,-23.3,5,GROCERY,2813.62,8,20,0.34433285509325684,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2
2125,113,708,470921,4833.29,4.401903460837887,659,50,-916.07,-2.85,-0.35,12,GROCERY,2267.76,0,0,0.17147192716236723,,,,,,,
2126,127,870,69145,4713.85,3.2045207341944257,605,67,-642.82,0.0,0.0,10,GROCERY,1585.89,0,0,0.20991735537190082,,,,,,,
2127,26,328,65569,1461.82,3.8068229166666665,645,19,-406.35,-9.55,-0.45,5,GROCERY,782.7,0,0,0.040310077519379844,,,,,,,
2128,82,348,97584,1877.71,4.513725961538461,611,36,-167.7,-4.25,0.0,8,DRUG GM,849.66,2,0,0.1342062193126023,,,,,,,
2129,163,1234,377508,7164.99,2.994145424153782,599,81,-1190.44,-13.59,0.0,5,GROCERY,3832.85,8,0,0.27212020033388984,25-34,U,35-49K,Unknown,1 Adult Kids,2,1
2130,97,1121,34696,6060.39,4.122714285714286,601,60,-1003.54,-197.82,-29.9,11,GROCERY,3601.41,3,15,0.16139767054908485,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown
2131,140,779,1730,3982.87,2.9745108289768485,567,60,-672.99,-5.75,-0.25,10,GROCERY,2088.65,6,0,0.24691358024691357,,,,,,,
2132,42,187,283,575.87,2.6660648148148147,640,33,-92.92,0.0,0.0,4,GROCERY,267.57,0,0,0.065625,,,,,,,
2133,141,965,301668,6759.92,3.710164654226125,629,71,-748.84,0.0,0.0,7,GROCERY,3755.88,7,0,0.22416534181240064,55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown
2134,89,1449,13877,9129.83,3.4439192757450017,681,67,-1580.03,-39.47,-3.8,2,GROCERY,3982.82,9,1,0.13069016152716592,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown
2135,45,216,4933,779.29,2.6063210702341135,586,32,-89.31,-1.0,0.0,4,GROCERY,413.40000000000003,0,0,0.07679180887372014,,,,,,,
2136,18,371,581,1552.43,3.2008865979381445,668,14,-166.82,-5.99,0.0,4,GROCERY,671.5,0,0,0.02694610778443114,,,,,,,
2137,186,657,232943,2970.14,2.920491642084562,614,70,-594.98,0.0,0.0,11,GROCERY,1007.41,3,0,0.30293159609120524,,,,,,,
2138,66,529,957,1878.48,2.829036144578313,581,41,-438.89,-18.8,-3.7,4,GROCERY,1069.7,3,0,0.11359724612736662,,,,,,,
2139,372,863,97803,4695.59,3.033326873385013,650,90,-556.38,-66.09,-0.7,6,GROCERY,2220.32,9,0,0.5723076923076923,,,,,,,
2140,51,331,25199,1567.89,3.0503696498054476,576,32,-219.55,-17.4,0.0,1,GROCERY,690.62,0,0,0.08854166666666667,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
2141,90,693,2251,5246.67,4.476680887372014,705,63,-708.48,-18.990000000000002,0.0,6,GROCERY,3110.17,8,0,0.1276595744680851,,,,,,,
2142,106,1087,33073,7631.12,3.0671704180064308,645,70,-959.5,-2.75,-0.75,4,GROCERY,5426.66,5,0,0.16434108527131783,,,,,,,
2143,9,105,148,298.65,2.666517857142857,596,8,-84.75,0.0,0.0,2,GROCERY,133.46,0,0,0.015100671140939598,,,,,,,
2144,49,435,47316,2265.9,4.2833648393194705,567,31,-358.96,-1.77,0.0,12,GROCERY,977.36,1,0,0.08641975308641975,,,,,,,
2145,38,223,30233,1090.6200000000001,4.194692307692308,591,29,-110.32,-1.0,0.0,3,GROCERY,526.72,1,0,0.06429780033840947,,,,,,,
2146,58,391,616,1692.54,3.117016574585635,682,47,-217.55,-5.29,0.0,7,GROCERY,1256.1000000000001,2,0,0.08504398826979472,,,,,,,
2147,96,1075,117458,5706.01,2.309190611088628,592,67,-1138.64,-15.45,-1.25,12,GROCERY,2884.78,4,9,0.16216216216216217,25-34,A,75-99K,Homeowner,2 Adults Kids,3,1
2148,124,523,11961,3263.92,2.1558256274768826,657,77,-906.76,-17.1,-4.9,2,GROCERY,1950.45,5,2,0.1887366818873668,55-64,A,35-49K,Homeowner,2 Adults Kids,4,2
2149,112,260,365281,3703.42,6.987584905660378,586,56,-1225.88,-30.0,-2.5,7,DRUG GM,1056.66,4,0,0.19112627986348124,,,,,,,
2150,8,36,56,69.32,1.8242105263157893,489,8,-15.31,0.0,0.0,1,DRUG GM,31.66,0,0,0.016359918200409,,,,,,,
2151,41,269,463,834.27,2.5749074074074074,655,20,-149.5,0.0,0.0,7,GROCERY,416.89,0,0,0.06259541984732825,,,,,,,
2152,25,51,12677,156.55,2.5250000000000004,595,20,-30.99,0.0,0.0,4,GROCERY,94.2,0,0,0.04201680672268908,,,,,,,
2153,41,284,9640,933.4300000000001,2.7134593023255817,618,29,-215.91,-0.4,-0.4,7,GROCERY,575.3100000000001,0,0,0.06634304207119741,,,,,,,
2154,120,506,63902,2523.34,3.0255875299760193,606,56,-783.16,-12.63,-2.8,11,GROCERY,1198.08,3,0,0.19801980198019803,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
